Id,Name,Category,Type,Class,Latitude,Longitude
2013889,National Zoo Entrance,District of Columbia physical cultural and historic features,Cultural ,Locale,38.930389,-77.0552551
529125,Navy Yard Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8759455,-77.0066426
530851,Navy Yard Pier 1,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8715012,-76.9952535
530850,Navy Yard Pier 2,District of Columbia physical cultural and historic features,Cultural ,Locale,38.871779,-76.995809
530849,Navy Yard Pier 3,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8720567,-76.9974758
530848,Navy Yard Pier 4,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8723345,-76.9985869
2458652,Nehemiah Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9212,-77.0324
2055138,New York Avenue-Florida Avenue-Gallaudet University Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9062228,-77.0035872
529107,New York Station Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9151115,-76.98442
528650,North Corner,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9959433,-77.0399771
2082653,North Kehoe Field,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9102778,-77.0769444
530078,O Street Market,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9087227,-77.0233099
528652,Observatory Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9240002,-77.0649776
2458660,Old Post Office Pavilion Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8941,-77.0276
2102324,One Washington Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9033333,-77.05
2062618,Paulist Place,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9351112,-76.9991427
531462,Peirce Mill,District of Columbia physical cultural and historic features,Cultural ,Locale,38.940111,-77.0510884
529111,Penn Branch Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8687235,-76.9644192
528765,Pennsylvania Avenue Railroad Yard,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8798344,-76.9735862
528658,Pinehurst Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.975666,-77.0649776
531979,Plymouth Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.987888,-77.0469216
529080,Potomac Avenue Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.881501,-76.9852533
2062620,Pryzbyla Plaza,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9337223,-76.9985872
528663,Randle Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8778901,-76.9613637
2458681,Rhode Island Avenue Center Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9215,-76.9988
529076,Rhode Island Avenue Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.920667,-76.9963649
2458318,Rhode Island Plaza Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9203,-76.9922
529110,Riggs Plaza,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9612218,-76.997754
2458319,Riggs Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9585,-77.0024
531729,Rock Creek Park Clubhouse,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9651106,-77.0399771
528952,Rock Creek Park Public Golf Course,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9659439,-77.041366
530028,Rum Row,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8959451,-77.0302545
530740,Ruppert Home,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8662235,-76.9744195
530829,Schneider Triangle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9028895,-77.0477549
531839,Scott Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.907056,-77.0363658
530882,Seafairers Marina,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8787233,-76.973864
2110456,Seymour Court,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9272222,-77.0036111
529120,Shaw-Howard University Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9131671,-77.0230321
531078,Shepherds Landing,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8159465,-77.0277542
529429,Sheridan Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9120559,-77.050255
528682,Sherman Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9470553,-77.0213655
2458325,Shops At Georgetown Park Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.905,-77.0637
2458326,Shops At National Place Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8964,-77.0314
2458327,Shops At Union Station Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8975,-77.0062
2458329,Skyland Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8617,-76.9683
528793,Smithsonian Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8890008,-77.0285877
2082665,Southwest Quadrangle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9066667,-77.0758333
530128,Spring Valley Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9451108,-77.0955337
529081,Stadium-Armory Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.886501,-76.9774753
529722,Takoma Hall,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9751104,-77.0202545
529083,Takoma Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9776104,-77.0174767
531842,Tenley Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.946222,-77.0780333
529088,Tenleytown-AU Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9492775,-77.0794223
529738,Tennallys Tavern,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9489997,-77.0802557
529403,The Boathouse at Fletcher's Cove,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9191667,-77.1019444
531544,The Common,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9864991,-77.0449772
532048,The Ellipse,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8940007,-77.0363658
529098,The Heights Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9417777,-77.0013651
2070647,The Sailors Tavern,District of Columbia physical cultural and historic features,Cultural ,Locale,38.90278,-77.06306
2458347,The Shops at 2000 Penn Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9004,-77.0458
529093,The Shops at National Place,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8978896,-77.03081
531382,The Slashes,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9098337,-77.0435882
531768,Thomas Beall House,District of Columbia physical cultural and historic features,Cultural ,Locale,38.907056,-77.0602552
528689,Thomas Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9056672,-77.0319212
2458348,Trinity Square Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9297,-77.0044
1999039,Tudor Place Foundation,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9115004,-77.0624775
2458350,U S Soldiers and Airmens Home Golf Course,District of Columbia physical cultural and historic features,Cultural ,Locale,38.935,-77.0148
529121,U Street/African-Amer Civil War Memorial/Cardozo Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9176114,-77.0333101
529085,Union Station Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.897334,-77.0074761
531743,Union Station Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8987229,-77.006365
529251,Union Station Visitor Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8987229,-77.006365
531543,United States Botanic Garden - Poplar Point Nursery,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8676124,-76.9974758
531845,United States Naval Observatory,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9215002,-77.0663665
2102586,Upper Quadrangle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9233333,-77.0202778
1999060,USS Barry,District of Columbia physical cultural and historic features,Cultural ,Locale,38.871779,-76.9960868
531804,Van Ness House Stables,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8934451,-77.0408103
529398,Van Ness-University of the District of Columbia Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9423331,-77.0624775
1984548,Verizon Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8976118,-77.0208098
1999091,Waggaman - Ray Commercial Row,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9051116,-77.0410881
531848,Ward Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9378888,-77.0852558
531849,Washington Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9023339,-77.0499772
2458353,Washington District of Columbia Fish Market,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8812,-77.028
1999076,Washington Harbour,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9020561,-77.0599774
529808,Washington Marina,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8820564,-77.03081
530721,Washington Sailing Marina,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8334462,-77.0413658
530883,Washington Yacht Club,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8770566,-76.9810864
529124,Waterfront-SEU Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8762233,-77.0163652
528694,Watergate,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8892786,-77.0527551
2458355,Watergate Shopping Center,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8988,-77.0544
529092,Waterside Mall,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8767789,-77.0177541
528977,Wesley Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.941222,-77.0908114
528697,Westmoreland Circle,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9489997,-77.1005338
529090,Woodley Park-Zoo/Adams Morgan Metro Station,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9253891,-77.0524773
2002659,World's Largest Chair,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8653902,-76.9894199
2002661,Yale Steam Laundry,District of Columbia physical cultural and historic features,Cultural ,Locale,38.9048339,-77.0177542
531310,Zero Milestone,District of Columbia physical cultural and historic features,Cultural ,Locale,38.8951118,-77.0363658
1998967,122nd New York Volunteer Mounment,District of Columbia physical cultural and historic features,Cultural ,Park,38.9709438,-77.0266434
1999089,150th Ohio National Guard Monument,District of Columbia physical cultural and historic features,Cultural ,Park,38.9709438,-77.0266434
1998970,25th New York Volunteer Cavelry Monument,District of Columbia physical cultural and historic features,Cultural ,Park,38.9709438,-77.0266434
1998971,98th Pennsylvania Volunteer Monument,District of Columbia physical cultural and historic features,Cultural ,Park,38.9709438,-77.0266434
528872,Abner Cloud House,District of Columbia physical cultural and historic features,Cultural ,Park,38.9181669,-77.1008117
530597,Abraham Lincoln Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8951118,-77.0171986
1999080,Abraham Lincoln/Emancipation Monument,District of Columbia physical cultural and historic features,Cultural ,Park,38.890112,-76.9896978
530662,Acacia Griffins Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.8940008,-77.0108095
2738285,Achbold Parkway,District of Columbia physical cultural and historic features,Cultural ,Park,38.9126543,-77.0803906
530369,Adam Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.8603902,-77.0233097
1998974,Adams Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.9476109,-77.0102542
531756,Admiral David G Farragut Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9020561,-77.038588
1998979,African American Civil War Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.9165003,-77.0258099
1998980,Air Mail Marker,District of Columbia physical cultural and historic features,Cultural ,Park,38.8817787,-77.0435881
531061,ALBB Park ,District of Columbia physical cultural and historic features,Cultural ,Park,38.9176114,-77.0199765
531318,Albert Einstein Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.892334,-77.0485883
530432,Albert Gallatin Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8984451,-77.0338657
531089,Alexander Hamilton Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8965007,-77.0341434
1999036,Alexander Pushkin Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8995561,-77.0449771
530445,Alexander Robey Shepherd Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8956674,-77.0319211
531942,Alger Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.8645569,-76.9655303
1998992,Alighieri Dan`te Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9195558,-77.036088
1998993,All Hallows Guild Traveling Carousel,District of Columbia physical cultural and historic features,Cultural ,Park,38.9303889,-77.0702555
528726,American Legion Freedom Bell,District of Columbia physical cultural and historic features,Cultural ,Park,38.8967785,-77.006365
1998998,American Meridian Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8998339,-77.046366
531948,Amidon-Greenleaf Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.8806677,-77.0183097
2458369,Anacostia Fitness Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8726,-76.9831
528557,Anacostia Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.917808,-76.9455744
528971,Anacostia Park Section C,District of Columbia physical cultural and historic features,Cultural ,Park,38.867575,-76.9954579
529032,Anacostia Park Section D,District of Columbia physical cultural and historic features,Cultural ,Park,38.8735593,-76.9829901
529025,Anacostia Park Section E,District of Columbia physical cultural and historic features,Cultural ,Park,38.8786668,-76.9699122
529024,Anacostia Park Section F,District of Columbia physical cultural and historic features,Cultural ,Park,38.8892847,-76.9698784
528987,Anacostia Park Section G,District of Columbia physical cultural and historic features,Cultural ,Park,38.9075325,-76.9543271
530036,Anacostia Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8720567,-76.9827532
528906,Andrei Sakhorov Plaza,District of Columbia physical cultural and historic features,Cultural ,Park,38.904556,-77.036088
530569,Andrew Jackson Downing Urn,District of Columbia physical cultural and historic features,Cultural ,Park,38.888723,-77.0255321
530698,Apollo Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8970562,-77.0066427
531515,Arboretum Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9123338,-76.9716418
530693,Archimedes Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8970562,-77.0066427
1999020,Arlington Bridge Equestrian Statues,District of Columbia physical cultural and historic features,Cultural ,Park,38.888723,-77.0519216
1999021,Armenian Earthquake Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8953896,-77.0394213
2458372,Artemas Ward Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9379,-77.0859
1998931,Arthur Vining Downing Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8884452,-77.0249766
528713,Arts of Peace Statues,District of Columbia physical cultural and historic features,Cultural ,Park,38.8901119,-77.0516438
528849,Arts of War Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8884452,-77.0516438
530352,Ascension Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.8987228,-77.0466437
530673,Authority of Law Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.8898342,-77.0058094
529487,Avalon Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.8634458,-76.9785863
530361,Aztec Fountain,District of Columbia physical cultural and historic features,Cultural ,Park,38.8926118,-77.0408103
531479,Backus Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9539997,-76.9966427
2733400,Bald Eagle Hill,District of Columbia physical cultural and historic features,Cultural ,Park,38.8183199,-77.0077718
2002694,Bald Eagle Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8962229,-77.0330323
531599,Bald Eagle Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8187243,-77.0102537
530615,Ballou Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.839835,-77.0013646
1877621,Baltimore - Washington Parkway,District of Columbia physical cultural and historic features,Cultural ,Park,39.0234925,-76.8557565
530878,Bancroft Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.9345555,-77.039977
531448,Banneker Community Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9240002,-77.0224766
531767,Banneker Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9234446,-77.0235877
528565,Barnard Hill Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.939415,-76.9700986
529488,Barry Farm Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.8606681,-76.9955312
2458375,Barry Farm Pool,District of Columbia physical cultural and historic features,Cultural ,Park,38.8613,-76.9965
531625,Barry Farms Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8603903,-76.9952535
528734,Bartholdi Fountain,District of Columbia physical cultural and historic features,Cultural ,Park,38.8873342,-77.0124762
531071,Battery Kemble Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.9302477,-77.0954683
2733401,Battery Ricketts,District of Columbia physical cultural and historic features,Cultural ,Park,38.8578939,-76.9751509
528979,Beach Parkway,District of Columbia physical cultural and historic features,Cultural ,Park,38.9914578,-77.0438965
531095,Benjamin Banneker Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.8812311,-77.0249443
530503,Benjamin Franklin Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.89389,-77.02611
531968,Benning Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.879279,-76.9277516
530865,Benning Park Community Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.879279,-76.9266404
531558,Benning Park Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8801123,-76.9274738
531600,Benning Stoddert Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8870565,-76.9463633
530037,Benning Terrace Community Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8803901,-76.9385852
531559,Benning Terrace Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8787234,-76.9366407
528708,Bernard Baruch Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8995561,-77.0363658
2733407,Bernardo de Galvez Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.895803,-77.0480017
528931,Bernardo de Galvez Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8953896,-77.0483104
530038,Berry Farms Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8606681,-76.9949757
2002683,Bex Eagle Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8965007,-77.0335879
529495,Bishop Asbury Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9273334,-77.0366435
530620,Bishop John Carroll Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9076115,-77.0719221
2082365,Bison Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.9055556,-76.9933333
529723,Book Hill Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.913167,-77.0658109
529474,Botanic Gardens ,District of Columbia physical cultural and historic features,Cultural ,Park,38.8898341,-77.0141429
528800,Boy Scouts of America Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8940007,-77.0338657
530447,Bragadier General James B McPherson Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9017784,-77.0333101
528933,Brentwood Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.9111117,-76.9946591
531516,Brentwood Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9195559,-76.9871979
528570,Brentwood Village Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.9203892,-76.9827534
530598,Brigadier General Albert Pike Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.894834,-77.0138652
530765,Brigadier General Count Casimer Pulaski Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8959451,-77.0299767
531673,Brigadier General Thaddeus Kosciuszko Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9,-77.03528
529690,Brightwood Driving Park ,District of Columbia physical cultural and historic features,Cultural ,Park,38.954833,-77.039977
528868,Brightwood Recreation Area,District of Columbia physical cultural and historic features,Cultural ,Park,38.9556663,-77.0369214
531975,Brook Hill Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.9126115,-77.0660887
531494,Bruce-Monroe Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9281668,-77.0227544
528771,Bryant Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8937229,-77.0560884
528958,Bryce Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.9279732,-77.0723395
2002689,Buffaloes Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9112226,-77.0505327
529724,Bundy Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.9092783,-77.0177542
528857,Butt-Millet Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8953896,-77.0371991
2733402,Buzzard Point,District of Columbia physical cultural and historic features,Cultural ,Park,38.864328,-77.011254
530866,Capitol View Plaza,District of Columbia physical cultural and historic features,Cultural ,Park,38.8906677,-76.9138624
531517,Capper Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8781678,-76.9994203
529755,Captain Nathan Hale Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.89222,-77.02556
529508,Cardinal James Gibbons Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9315001,-77.0358102
530962,Cardoza Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.9117782,-77.0252544
530877,Carroll Senior Citizens Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8765011,-77.0002537
2085144,Carter G Woodson Home National Historic Site,District of Columbia physical cultural and historic features,Cultural ,Park,38.9108851,-77.0243088
1999064,Centurion Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.897334,-77.0066427
529899,Ceres Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8970562,-77.0066427
530666,Chapin Bear Cub Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.9290001,-77.0466438
2002708,Chesapeake and Ohio Canal Monument,District of Columbia physical cultural and historic features,Cultural ,Park,38.9042783,-77.0627553
583731,Chesapeake and Ohio Canal National Historical Park,District of Columbia physical cultural and historic features,Cultural ,Park,39.5996516,-77.9448419
2733458,Chevy Chase Circle,District of Columbia physical cultural and historic features,Cultural ,Park,38.9676276,-77.0766669
531493,Chevy Chase Community Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9651105,-77.0752556
531540,Chevy Chase Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.9634438,-77.0805334
529061,Chevy Chase Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9631662,-77.0808112
529751,Chief Justice John Marshall Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8934452,-77.0171986
531082,Christopher Columbus Memorial Fountain,District of Columbia physical cultural and historic features,Cultural ,Park,38.8962229,-77.006365
530567,Civil War Nurses Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.9056672,-77.0410881
1999086,Civil War Sailors Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8898341,-77.012754
531473,Clark Griffith Stadium ,District of Columbia physical cultural and historic features,Cultural ,Park,38.9173336,-77.0202543
1999088,Cogswell Temperance Fountain Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8940008,-77.0213654
528908,Colombian Legation Building,District of Columbia physical cultural and historic features,Cultural ,Park,38.8890008,-77.0260877
2458380,Columbia Heights Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9252,-77.0351
2733403,Columbus Plaza,District of Columbia physical cultural and historic features,Cultural ,Park,38.8966841,-77.0062213
530446,Commodore John Barry Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.90194,-77.03111
530763,Commodore John Paul Jones Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.88833,-77.03944
2458381,Comte de Rochambeau Monument,District of Columbia physical cultural and historic features,Cultural ,Park,38.899,-77.0377
530864,Congress Heights Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.842335,-76.9963645
531602,Congress Heights Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8420572,-76.99692
530610,Constitution Gardens,District of Columbia physical cultural and historic features,Cultural ,Park,38.8909354,-77.0440931
2082369,Contrapposto Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.9075,-76.9936111
531965,Coolidge Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9681661,-77.0166432
2002602,Corcoran Lions Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8967785,-77.0388658
530358,Cordell Hull Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8926118,-77.0405325
531649,Count Jean Baptiste Rochambeau Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8995561,-77.0358101
1985526,Cuban American Friendship Urn,District of Columbia physical cultural and historic features,Cultural ,Park,38.8781677,-77.0377547
530660,Cubi XI Sculpture,District of Columbia physical cultural and historic features,Cultural ,Park,38.9142782,-77.0452549
528584,Dakota Playground,District of Columbia physical cultural and historic features,Cultural ,Park,38.9215004,-76.961086
531974,Dalecarlia Parkway,District of Columbia physical cultural and historic features,Cultural ,Park,38.9491105,-77.0999083
531054,Dalecarlia Reservoir Grounds,District of Columbia physical cultural and historic features,Cultural ,Park,38.9417776,-77.1066451
528813,Daniel Webster Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9073338,-77.0369213
530342,Dante Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.9201114,-77.0355324
530039,Deanwood Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.9081674,-76.9319185
2002606,Del Vaell Jose Cecilo Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8931674,-77.0405325
1998928,Discobolos Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8951118,-77.0460882
528705,District of Columbia War Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8876119,-77.0446992
529071,District of Columbia World War Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.8878897,-77.0438659
530351,Doctor Benjamin Rush Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8959451,-77.050255
530338,Doctor Samuel Hahnemann Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.9073338,-77.0366435
1998929,Don Quixote Statue,District of Columbia physical cultural and historic features,Cultural ,Park,38.8967785,-77.0538662
531603,Douglass Community Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8523349,-76.9774751
2458383,Douglass Junior Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8566,-76.988
528904,Douglass Memorial Home,District of Columbia physical cultural and historic features,Cultural ,Park,38.8631681,-76.9852532
2458384,Douglass Pool,District of Columbia physical cultural and historic features,Cultural ,Park,38.8526,-76.9773
531557,Douglass Recreation Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8606681,-76.9774752
530450,Dr Benjamin Stephenson Grand Army of the Republic Memorial,District of Columbia physical cultural and historic features,Cultural ,Park,38.893723,-77.0219209
528588,Dumbarton Oaks Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.9165003,-77.0621997
2733404,Dumbbarton Oaks Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.9170022,-77.0637333
2458386,Dunbar Aquatic Facility,District of Columbia physical cultural and historic features,Cultural ,Park,38.9085,-77.0147
2733463,Dupont Circle,District of Columbia physical cultural and historic features,Cultural ,Park,38.9097523,-77.0431339
528966,Dupont Circle Fountain,District of Columbia physical cultural and historic features,Cultural ,Park,38.9095559,-77.0433103
530040,East Capitol Community Center,District of Columbia physical cultural and historic features,Cultural ,Park,38.8895565,-76.9221959
528993,East Executive Park,District of Columbia physical cultural and historic features,Cultural ,Park,38.8978896,-77.0352546
1998933,East Front Fountains,District of Columbia physical cultural and historic features,Cultural ,Park,38.8898341,-77.0066427
